AID_ID_Number,District,Road_EN,Latitude,Longitude
AID07122,Kowloon City,Lung Cheung Road near Lung Cheung Road Park - Westbound ,22.34402646,114.1802138
AID07123,Kowloon City,Lung Cheung Road near Elizabethan Court - Westbound ,22.34472185,114.1771074
AID07124,Sham Shui Po,Lung Cheung Road Lookout - Westbound ,22.34324978,114.1716905
AID07125,Sham Shui Po,Lung Cheung Road Beacon Heights - Westbound (1) ,22.34166032,114.1695549
AID07126,Sham Shui Po,Lung Cheung Road Beacon Heights - Westbound (2) ,22.34192192,114.1647205
AID07127,Sham Shui Po,Lung Cheung Road Tai Woh Ping - Westbound ,22.34121736,114.1625461
AID07128,Sham Shui Po,Lung Cheung Road near Ching Cheung Road - Westbound ,22.34249937,114.1592745
AID07129,Sham Shui Po,Lung Cheung Road near Monte Carlton - Westbound ,22.3427697,114.154479
AID07130,Sham Shui Po,Ching Cheung Road near Caritas Medical Centre - Westbound ,22.34164952,114.1517805
AID07131,Sham Shui Po,Ching Cheung Road near Dragon lndustrial Building - Westbound ,22.34057439,114.1488005
AID07132,Sham Shui Po,Ching Cheung Road near CLP Substation - Westbound ,22.34105189,114.1429371
AID07133,Sham Shui Po,Ching Cheung Road near Lai Chi Kok Park Sports Centre - Westbound ,22.34105995,114.1385881
AID07134,Sham Shui Po,Ching Cheung Road near Ching Lai Court - Westbound ,22.33937063,114.1361035
AID07201,Sham Shui Po,Ching Cheung Road near Ching Lai Court - Eastbound ,22.33996666,114.1361519
AID07202,Sham Shui Po,Ching Cheung Road near CLP Substation - Eastbound ,22.33995889,114.1415103
AID07203,Sham Shui Po,Ching Cheung Road near International School - Eastbound ,22.33988751,114.1457331
AID07204,Sham Shui Po,Ching Cheung Road near Dragon lndustrial Building - Eastbound ,22.3402762,114.1478007
AID07205,Sham Shui Po,Ching Cheung Road near Caritas Medical Centre - Eastbound ,22.34184826,114.1522464
AID07206,Sham Shui Po,Lung Cheung Road near Monte Carlton - Eastbound ,22.34280593,114.155275
AID07207,Sham Shui Po,Lung Cheung Road near Tai Woh Ping - Eastbound ,22.34108183,114.1617987
AID07208,Sham Shui Po,Lung Cheung Road near Block 15 Beacon Heights Phase 2 - Eastbound ,22.3419581,114.1655748
AID07209,Sham Shui Po,Lung Cheung Road Beacon Heights - Eastbound (2) ,22.34224732,114.1699626
AID07210,Kowloon City,Lung Cheung Road Lookout - Eastbound ,22.34291571,114.1743795
AID07211,Kowloon City,Lung Cheung Road near Elizabethan Court - Eastbound ,22.34463154,114.1764084
AID07212,Wong Tai Sin,Lung Cheung Road near Lung Cheung Road Park - Eastbound ,22.34402,114.18277
AID07213,Wong Tai Sin,Lung Cheung Road near Meridain Hill - Eastbound ,22.3426265,114.1858733
AID07214,Wong Tai Sin,Lung Cheung Road near Temple Mall North - Eastbound ,22.34172308,114.1909406
AID07215,Wong Tai Sin,Lung Cheung Road near Tropicana Gardens - Eastbound ,22.34172245,114.1969495
AID07216,Wong Tai Sin,Lung Cheung Road near Lung Poon Court Commercial Centre - Eastbound ,22.34084609,114.1998616
AID07217,Wong Tai Sin,Lung Cheung Road near Nan Lian Garden - Eastbound ,22.33838913,114.2040548
AID07218,Wong Tai Sin,Lung Cheung Road near Ngau Chi Wan Village Playground - Eastbound ,22.33619411,114.2073839
AID07219,Kwun Tong,Kwun Tong Road near Choi Shek Lane - Eastbound ,22.33007069,114.2108381
AID07220,Kwun Tong,Kwun Tong Road near Kai Tai Court - Eastbound ,22.32806544,114.2129634
AID07221,Kwun Tong,Kwun Tong Road near Lower Ngau Tau Kok Estate - Eastbound ,22.32214104,114.2144275
AID07222,Kwun Tong,Kwun Tong Road near Sheung Yee Road - Eastbound ,22.31898025,114.2147955
AID07223,Kwun Tong,Kwun Tong Road near Foo Yue Building - Eastbound ,22.31629777,114.216435
AID07224,Kwun Tong,Kwun Tong Road near Kwun Tong Road Rest Garden - Eastbound ,22.31462607,114.2204624
AID07225,Kwun Tong,Kwun Tong Road near Hong Ning Road - Eastbound ,22.31327052,114.2239074
AID07226,Kwun Tong,Kwun Tong Road near Hong Kong Student Aid Society - Eastbound ,22.31123743,114.2278957
AID07227,Kwun Tong,Tseung Kwan O Road near Kwun Tong Swimming Pool - Eastbound ,22.31101949,114.2315933
AID07228,Kwun Tong,Tseung Kwan O Road near Tsui Ping (South) Estate - Eastbound ,22.31221936,114.2350392
AID07229,Sai Kung,Tseung Kwan O Tunnel Road near Tseung Kwan O Tunnel Portal - Eastbound ,22.3212342,114.2514463
AID07230,Sai Kung,Tseung Kwan O Tunnel Road near Po Hong Park - Eastbound ,22.31895619,114.256298
AID07231,Sai Kung,Wan Po Road near Tseung Kwan O Tunnel Road - Eastbound ,22.31563079,114.260557
AID07232,Sai Kung,Wan Po Road near Chiu Shun Road - Eastbound ,22.31274793,114.2645248
AID08101,Tsuen Wan,North Lantau Highway near Yan O Wan - Westbound (1) ,22.32759229,114.0253264
AID08102,Tsuen Wan,North Lantau Highway near Yan O Wan - Westbound (2) ,22.32524015,114.0209125
AID08103,Tsuen Wan,North Lantau Highway near Sunny Bay Beach - Westbound ,22.32500998,114.0163896
AID08104,Tsuen Wan,North Lantau Highway near Sham Shui Kok Substation - Westbound (1) ,22.32477045,114.0116823
AID08105,Tsuen Wan,North Lantau Highway near Sham Shui Kok Substation - Westbound (2) ,22.32306814,114.0072583
AID08106,Tsuen Wan,North Lantau Highway near Sham Shui Kok Substation - Westbound (3) ,22.32110394,114.0029415
AID08107,Tsuen Wan,North Lantau Highway near Tung Yip Hang - Westbound ,22.31859822,113.9990234
AID08108,Tsuen Wan,North Lantau Highway near HK Police Vehicle Pound - Westbound ,22.31529949,113.9966885
AID08109,Islands,North Lantau Highway near Siu Ho Wan Sewage Treatment Works - Westbound ,22.31208994,113.9933928
AID08110,Islands,North Lantau Highway near Siu Ho Wan Gov. Vehicle Centre - Westbound ,22.30943884,113.988893
AID08111,Islands,North Lantau Highway near MTR Siu Ho Wan Depot - Westbound (2) ,22.30703196,113.9848395
AID08112,Islands,North Lantau Highway near Tai Ho Wan - Westbound (1) ,22.30453478,113.9808736
AID08113,Islands,North Lantau Highway near Tai Ho Wan - Westbound (2) ,22.30216382,113.9768204
AID08114,Islands,North Lantau Highway near Tai Ho Wan - Westbound (3) ,22.30009053,113.9725727
AID08115,Islands,North Lantau Highway near Tai Ho Wan - Westbound (4) ,22.29876627,113.9680232
AID08116,Islands,North Lantau Highway near Tai Ho Wan - Westbound (5) ,22.29795784,113.964395
AID08117,Islands,North Lantau Highway near Ying Tung Estate - Westbound (1) ,22.29637847,113.9583322
AID08118,Islands,North Lantau Highway near Ying Tung Estate - Westbound (2) ,22.29463146,113.9552975
AID08119,Islands,North Lantau Highway near Caribbean Coast Phase 1 - Westbound ,22.29247886,113.9528748
AID08120,Islands,North Lantau Highway near Caribbean Coast Phase 3 - Westbound ,22.29024412,113.9498605
AID08121,Islands,North Lantau Highway near Tung Chung (N) - Westbound (1) ,22.28950534,113.9446992
AID08122,Islands,North Lantau Highway near Tung Chung (N) - Westbound (2) ,22.29100001,113.940662
AID08201,Islands,North Lantau Highway near Tung Chung (N) - Eastbound (1) ,22.29380308,113.9379186
AID08202,Islands,North Lantau Highway near Tung Chung (N) - Eastbound (2) ,22.29190915,113.9396104
AID08203,Islands,North Lantau Highway near Tung Chung (N) - Eastbound (3) ,22.28960394,113.9441848
AID08204,Islands,North Lantau Highway near Caribbean Coast Phase 3 - Eastbound ,22.28973677,113.9486968
AID08205,Islands,North Lantau Highway near Caribbean Coast Phase 1 - Eastbound ,22.29210812,113.9525261
AID08206,Islands,North Lantau Highway near Ying Tung Estate - Eastbound (1) ,22.29488468,113.9555688
AID08207,Islands,North Lantau Highway near Ying Tung Estate - Eastbound (2) ,22.29654157,113.9587395
AID08208,Islands,North Lantau Highway near Tai Ho Wan - Eastbound (1) ,22.29737647,113.9618048
AID08209,Islands,North Lantau Highway near Tai Ho Wan - Eastbound (2) ,22.29830307,113.9659763
AID08210,Islands,North Lantau Highway near Tai Ho Wan - Eastbound (3) ,22.29954683,113.9710984
AID08211,Islands,North Lantau Highway near Tai Ho Wan - Eastbound (4) ,22.30121328,113.974939
AID08212,Islands,North Lantau Highway near Tai Ho Wan - Eastbound (5) ,22.30343091,113.9791089
AID08213,Islands,North Lantau Highway near MTR Siu Ho Wan Depot - Eastbound (1) ,22.3059191,113.9830747
AID08214,Islands,North Lantau Highway near MTR Siu Ho Wan Depot - Eastbound (2) ,22.30812677,113.9866335
AID08215,Islands,North Lantau Highway near MTR Siu Ho Wan Depot - Eastbound (3) ,22.31047944,113.9907065
AID08216,Islands,North Lantau Highway near Siu Ho Wan Sewage Treatment Works - Eastbound ,22.31342831,113.9950313
AID08217,Tsuen Wan,North Lantau Highway near Refuse Transfer Station - Eastbound ,22.31698039,113.9977831
AID08218,Tsuen Wan,North Lantau Highway near Tung Yip Hang - Eastbound (1) ,22.32018982,114.0010597
AID08219,Tsuen Wan,North Lantau Highway near Tung Yip Hang - Eastbound (2) ,22.32220823,114.0053472
AID08220,Tsuen Wan,North Lantau Highway near Tung Yip Hang - Eastbound (3) ,22.32410918,114.0096836
AID08221,Tsuen Wan,North Lantau Highway near Ta Pang Po - Eastbound ,22.32509802,114.0141182
AID08222,Tsuen Wan,North Lantau Highway near Yan O Wan - Eastbound (1) ,22.32494041,114.0191172
AID08223,Tsuen Wan,North Lantau Highway near Yan O Wan - Eastbound (2) ,22.32582877,114.0226202
AID09101,Tsuen Wan,Tuen Mun Road near Tsuen Wan Road - Eastbound ,22.37433425,114.1030219
AID09102,Tsuen Wan,Tuen Mun Road near Chai Wan Kok Cooked Food Market - Eastbound ,22.37468735,114.105051
AID09103,Tsuen Wan,Cheung Pei Shan Road near The Mills - Eastbound ,22.37561012,114.1088762
AID09104,Tsuen Wan,Cheung Pei Shan Road near Discovery Park - Eastbound ,22.37657839,114.1138278
AID09105,Tsuen Wan,Cheung Pei Shan Road near Tsuen Kam Interchange - Eastbound ,22.37545196,114.1203145
AID09106,Tsuen Wan,Cheung Pei Shan Road near Shek Wai Kok Estate - Eastbound ,22.37641917,114.123062
AID09107,Tsuen Wan,Cheung Pei Shan Road near Lui Ming Choi Lutheran College - Eastbound ,22.37814547,114.1276833
AID09108,Tsuen Wan,Cheung Pei Shan Road near Wo Yi Hop Road Interchange - Eastbound ,22.37997995,114.1321008
AID09109,Tsuen Wan,Cheung Pei Shan Road near Ho Fung College - Eastbound ,22.38165159,114.1358484
AID09110,Tsuen Wan,Shing Mun Tunnel Road near Entrance from Shatin - Eastbound ,22.380873,114.167063
AID09111,Sha Tin,Shing Mun Tunnel Road near Puguangming Temple - Eastbound ,22.3824695,114.1739419
AID09112,Sha Tin,Shing Mun Tunnel Road near Mei Tin Road - Eastbound ,22.38000419,114.1772628
AID09113,Sha Tin,Shing Mun Tunnel Road near Chung Ling Road - Eastbound ,22.3780897,114.1793504
AID09114,Sha Tin,Shing Mun Tunnel Road near Hong Kong Heritage Museum - Eastbound ,22.37864942,114.1848172
AID09118,Sha Tin,Tai Po Road near Fo Tan Railway House - Northbound ,22.39372906,114.1990254
AID09119,Sha Tin,Tai Po Road near Sha Tin Racecourse - Northbound (1) ,22.39768407,114.2014539
AID09120,Sha Tin,Tai Po Road near Sha Tin Racecourse - Northbound (2) ,22.39952611,114.2026196
AID09121,Sha Tin,Tai Po Road near Sha Tin Racecourse - Northbound (3) ,22.40330041,114.2053202
AID09122,Sha Tin,Tolo Highway near Sha Tin Sewage Treatment Works - Northbound ,22.40630672,114.2097689
AID09123,Sha Tin,Tolo Highway near Ma Liu Shui Weigh Station - Northbound ,22.40907864,114.211848
AID09151,North,Fanling Highway near Golf Parkview - Eastbound ,22.50218399,114.1163854
AID09152,North,Fanling Highway near Eden Manor - Eastbound ,22.50103001,114.121702
AID09153,North,Fanling Highway near Choi Yuen Estate Choi Lai House - Eastbound ,22.49983891,114.1244528
AID09154,North,Fanling Highway near So Kwun Po Road - Eastbound ,22.49838665,114.1297207
AID09155,North,Fanling Highway near Fanling Recreation Ground - Eastbound ,22.4938281,114.13635
AID09156,North,Fanling Highway near Fanling Station - Eastbound ,22.49151691,114.1387704
AID09157,North,Fanling Highway near Avon Park - Eastbound ,22.4884116,114.1439994
AID09201,Tsuen Wan,Cheung Pei Shan Road near Ho Fung College - Westbound ,22.3816788,114.136334
AID09202,Tsuen Wan,Cheung Pei Shan Road near Wo Yi Hop Road Interchange - Westbound ,22.38072981,114.1332949
AID09203,Tsuen Wan,Cheung Pei Shan Road near Lui Ming Choi Lutheran College - Westbound ,22.37844371,114.1284697
AID09204,Tsuen Wan,Cheung Pei Shan Road near Shek Wai Kok Estate - Westbound ,22.37619324,114.1225766
AID09205,Tsuen Wan,Cheung Pei Shan Road near Tsuen Kam Interchange - Westbound ,22.37525303,114.1195669
AID09206,Tsuen Wan,Cheung Pei Shan Road near Discovery Park - Westbound ,22.37653308,114.1134394
AID09207,Tsuen Wan,Cheung Pei Shan Road near The Mills - Westbound ,22.37557432,114.109653
AID09208,Tsuen Wan,Tuen Mun Road near Chai Wan Kok Cooked Food Market - Westbound ,22.3750309,114.1059441
AID09251,North,Fanling Highway near Dawning Views - Westbound ,22.48774374,114.1459625
AID09252,North,Fanling Highway near Fanling Centre - Westbound ,22.48848374,114.1435232
AID09253,North,Fanling Highway near Fanling Station - Westbound ,22.49215785,114.1378859
AID09254,North,Fanling Highway near Exit to So Kwun Po Road - Westbound ,22.49589538,114.1337255
AID09255,North,Fanling Highway near Entrance from So Kwun Po Road - Westbound ,22.49821502,114.1295555
AID09256,North,Fanling Highway near Choi Yuen Estate Choi Lai House - Westbound ,22.49973065,114.1247541
AID09257,North,Fanling Highway near Eden Manor - Westbound ,22.50120147,114.1213617
AID09258,North,Fanling Highway near Golf Parkview - Westbound ,22.50222929,114.1167838
AID10101,Tuen Mun,Kong Sham Western Highway near Fuk Hang Tsuen - Northbound (1) ,22.41672308,113.9904293
AID10102,Tuen Mun,Kong Sham Western Highway near Fuk Hang Tsuen - Northbound (2) ,22.41909752,113.9899405
AID10103,Tuen Mun,Kong Sham Western Highway near Fuk Hang Tsuen - Northbound (3) ,22.41984988,113.9924066
AID10104,Tuen Mun,Kong Sham Western Highway near The Sherwood - Northbound ,22.4189147,113.988037
AID10105,Tuen Mun,Kong Sham Western Highway Tsing Yick Road - Northbound ,22.42283916,113.9848264
AID10106,Tuen Mun,Kong Sham Western Highway near Mai Yuan Wei Lu - Northbound ,22.42589843,113.9831126
AID10107,Tuen Mun,Kong Sham Western Highway near Yick Yuen Road - Northbound (1) ,22.43015106,113.9825239
AID10108,Yuen Long,Kong Sham Western Highway near Yick Yuen Road - Northbound (2) ,22.43431618,113.9842666
AID10109,Yuen Long,Kong Sham Western Highway near San Sang San Tsuen - Northbound ,22.43831795,113.9853491
AID10110,Yuen Long,Kong Sham Western Highway near Ha Tsuen Road - Northbound ,22.44333828,113.9848565
AID10111,Yuen Long,Kong Sham Western Highway near San Wai Sewage Treatment Plant - Northbound ,22.44679305,113.9816264
AID10112,Yuen Long,Kong Sham Western Highway near Helipad - Northbound ,22.44872062,113.9775823
AID10113,Yuen Long,Kong Sham Western Highway near Ngau Hom Shek E&M Plant Room - Northbound ,22.45255393,113.9738851
AID10114,Yuen Long,Shenzhen Bay Bridge - Northbound (1) ,22.45521534,113.9718604
AID10115,Yuen Long,Shenzhen Bay Bridge - Northbound (2) ,22.45868908,113.9695333
AID10116,Yuen Long,Shenzhen Bay Bridge - Northbound (3) ,22.46257843,113.9674094
AID10117,Yuen Long,Shenzhen Bay Bridge - Northbound (4) ,22.46711682,113.9644295
AID10118,Yuen Long,Shenzhen Bay Bridge - Northbound (5) ,22.47029187,113.9616749
AID10119,Yuen Long,Shenzhen Bay Bridge - Northbound (6) ,22.47367356,113.9581814
AID10120,Yuen Long,Shenzhen Bay Bridge - Northbound (7) ,22.4216398,113.9940651
AID10201,Yuen Long,Shenzhen Bay Bridge - Southbound (1) ,22.4766946,113.9551547
AID10202,Yuen Long,Shenzhen Bay Bridge - Southbound (2) ,22.47351138,113.9584537
AID10203,Yuen Long,Shenzhen Bay Bridge - Southbound (3) ,22.47033708,113.9617234
AID10204,Yuen Long,Shenzhen Bay Bridge - Southbound (4) ,22.46662978,113.9648869
AID10205,Yuen Long,Shenzhen Bay Bridge - Southbound (5) ,22.46260561,113.9674774
AID10206,Yuen Long,Shenzhen Bay Bridge - Southbound (6) ,22.45814778,113.9699421
AID10207,Yuen Long,Shenzhen Bay Bridge - Southbound (7) ,22.45475534,113.9722886
AID10208,Yuen Long,Kong Sham Western Highway near Ngau Hom Shek E&M Plant Room - Southbound ,22.45266246,113.9740112
AID10209,Yuen Long,Kong Sham Western Highway near Helipad - Southbound ,22.4499747,113.9766576
AID10210,Yuen Long,Kong Sham Western Highway near Ha Tsuen Weigh Station - Southbound ,22.44775709,113.9797987
AID10211,Yuen Long,Kong Sham Western Highway near San Wai Sewage Treatment Plant - Southbound ,22.44608072,113.9825115
AID10212,Yuen Long,Kong Sham Western Highway near Ha Tsuen Road - Southbound ,22.44369017,113.9846131
AID10213,Yuen Long,Kong Sham Western Highway near San Sang San Tsuen - Southbound ,22.43951022,113.9855709
AID10214,Yuen Long,Kong Sham Western Highway near Yick Yuen Road - Southbound (1) ,22.43509316,113.9845764
AID10215,Yuen Long,Kong Sham Western Highway near Yick Yuen Road - Southbound (2) ,22.4313886,113.982833
AID10216,Tuen Mun,Kong Sham Western Highway near Mai Yuan Wei Road - Southbound ,22.42555548,113.9832783
AID10217,Tuen Mun,Kong Sham Western Highway near Tsing Yick Road - Southbound ,22.42318207,113.984622
AID10218,Tuen Mun,Kong Sham Western Highway near Fuk Hang Tsuen - Southbound ,22.41925055,113.9895129
TDS10001,Sha Tin,Sha Tin Road near Hong Kong Jockey Club Shatin Staff Quarters - Southbound ,22.39441532,114.199414
TDS10002,Sha Tin,Sha Tin Road near New Territories Fire Command Headquarters - Southbound ,22.3908574,114.1987337
TDS10003,Sha Tin,Sha Tin Road near Prince of Wales Hospital - Southbound ,22.38003861,114.2002953
TDS10004,Sha Tin,Sha Tin Road near Yuen Chau Kok Park - Southbound ,22.38345199,114.2013737
TDS10005,Sha Tin,Sha Tin Road near Tai Chung Kiu Road - Southbound ,22.38773258,114.2005297
TDS10006,Sha Tin,Sha Tin Road near Sha Tin Wai Road - Southbound ,22.37707679,114.1989743
TDS10007,Sha Tin,Sha Tin Road near Sha Tin Tau - Southbound ,22.37213807,114.1899241
TDS10008,Sha Tin,Sha Tin Road near Pok Hong Estate - Southbound ,22.37386255,114.1937014
TDS10009,Sha Tin,Sha Tin Road near Shui Chuen O Estate - Southbound ,22.37460278,114.1961774
TDS10010,Sha Tin,Lion Rock Tunnel Road near Sha Tin Government Primary School - Southbound ,22.36785779,114.1871954
TDS10011,Sha Tin,Lion Rock Tunnel Road near Hung Mui Kuk Road - Southbound ,22.3646522,114.1820396
TDS10012,Sha Tin,Lion Rock Tunnel Road near World-wide Gardens - Southbound ,22.36287324,114.1796317
TDS10013,Sha Tin,Lion Rock Tunnel Road near Union Hospital - Southbound ,22.3602544,114.1763986
TDS20001,Sha Tin,Tate's Cairn Highway near Hong Kong School of Motoring - Sha Tin - Southbound ,22.38098508,114.2102096
TDS20002,Sha Tin,Tate's Cairn Highway near Shek Mun Riverside Garden - Southbound ,22.38405537,114.2106376
TDS20003,Sha Tin,Tate's Cairn Highway near Sha Tin Transfer Station - Southbound ,22.38777579,114.2113571
TDS20004,Sha Tin,Tate's Cairn Highway near Shek Mun Interchange - Southbound ,22.39199337,114.2097752
TDS20005,Sha Tin,Tate's Cairn Highway near Sha Tin Hospital - Southbound (2) ,22.39750168,114.2111944
TDS20006,Sha Tin,Tate's Cairn Highway near Sha Tin Hospital - Southbound (1) ,22.40084237,114.2138951
TDS20007,Sha Tin,Tate's Cairn Highway near Ah Kung Kok Fishermen Village - Southbound ,22.40376728,114.2179457
TDS20008,Sha Tin,Tate's Cairn Highway near Sha Tin Sewage Treatment Works - Southbound ,22.40718116,114.216519
TDS20009,Sha Tin,"Tate's Cairn Highway near Hyatt Regency Hong Kong, Sha Tin - Southbound ",22.41128187,114.2128198
TDS30001,Yuen Long,Tsing Long Highway near Ho Pui - Southbound ,22.4112265,114.0612685
TDS30002,Yuen Long,Tsing Long Highway near Pat Heung Depot - Southbound ,22.42323014,114.0643085
TDS30003,Yuen Long,Tsing Long Highway near Kam Sheung Road MTR Station - Southbound (1) ,22.42816056,114.0640034
TDS30004,Yuen Long,Tsing Long Highway near Kam Sheung Road MTR Station - Southbound (2) ,22.43280112,114.0624455
TDS30005,Yuen Long,Tsing Long Highway near Kam Sheung Road MTR Station - Southbound (3) ,22.43706083,114.0587506
TDS30006,Yuen Long,Tsing Long Highway near Au Tau Treatment Works - Southbound ,22.43957773,114.0552513
TDS30007,Yuen Long,Tsing Long Highway near Yuen Long Highway - Southbound (1) ,22.44338535,114.0510319
TDS30008,Yuen Long,Tsing Long Highway near Yuen Long Highway - Southbound (2) ,22.44792584,114.0487254
TDS30009,Yuen Long,Tsing Long Highway near Yuen Long Highway - Southbound (3) ,22.45378734,114.0496721
TDS90001,Sha Tin,"Tolo Highway near Hyatt Regency Hong Kong, Sha Tin - Southbound ",22.40945791,114.2119258
TDS90002,Sha Tin,Tolo Highway near The Hong Kong Jockey Club Stables - Southbound ,22.40599076,114.209225
TDS90003,Sha Tin,Tai Po Road - Sha Tin near Racecourse MTR Station - Southbound ,22.40150359,114.2038728
TDS90004,Sha Tin,Tai Po Road Sha Tin near Plaza Ascot - Southbound ,22.39867733,114.2020853
TDS90005,Sha Tin,Tai Po Road - Sha Tin near Hong Kong Jockey Club Shatin Staff Quarters - Southbound ,22.39537248,114.199958
TDS90010,Sha Tin,Tai Po Road - Sha Tin near Sha Tin MTR Station - Westbound ,22.3800556,114.1861111
TDS90011,Sha Tin,Shing Mun Tunnel Road near Hong Kong Heritage Museum - Westbound ,22.37799026,114.1832053
TDS90012,Sha Tin,Shing Mun Tunnel Road near Mei Lam Estate - Westbound ,22.37836062,114.1790397
TDS90013,Sha Tin,Shing Mun Tunnel Road near May Shing Court - Westbound ,22.38032929,114.1769229
TDS90014,Sha Tin,Shing Mun Tunnel Road near Puguangming Temple - Westbound ,22.38258687,114.1727766
TDS90015,Sha Tin,Shing Mun Tunnel Road near Shun Shin Chee Kit Yin Koon - Westbound ,22.38140375,114.1692712
TDS90016,Tsuen Wan,Tuen Mun Road near Tsuen Wan Road - Westbound ,22.37375565,114.101624
TDS90017,Tsuen Wan,Tuen Mun Road near Yau Kom Tau Village - Westbound ,22.3721736,114.0980323
TDS90018,Tsuen Wan,Tuen Mun Road near Yau Kom Tau Water Treatment Works - Westbound ,22.3694628,114.0947423
TDS90019,Tsuen Wan,Tuen Mun Road near Hanley Villa - Westbound ,22.37027324,114.0903143
TDS90020,Tsuen Wan,Tuen Mun Road near Ting Kau - Westbound (1) ,22.36943947,114.0849261
TDS90021,Tsuen Wan,Tuen Mun Road near Ting Kau - Westbound (2) ,22.37173893,114.0792542
TDS90022,Tsuen Wan,Tuen Mun Road near Ting Kau - Westbound (3) ,22.37104927,114.0738658
TDS90023,Tsuen Wan,Tuen Mun Road near Ting Kau - Westbound (4) ,22.36789635,114.0718972
TDS90024,Tsuen Wan,Tuen Mun Road near Ting Kau - Westbound (5) ,22.36583482,114.0679956
TDS90025,Tsuen Wan,Tuen Mun Road near Sham Tseng - Westbound (1) ,22.36668206,114.0656065
TDS90026,Tsuen Wan,Tuen Mun Road near Sham Tseng - Westbound (2) ,22.36924399,114.0616819
TDS90027,Tsuen Wan,Tuen Mun Road near Sham Tseng - Westbound (3) ,22.368059,114.0589254
TDS90028,Tsuen Wan,Tuen Mun Road near Sham Tseng - Westbound (4) ,22.36679111,114.0540621
TDS90029,Tsuen Wan,Tuen Mun Road near Sham Tseng - Westbound (5) ,22.3655231,114.0492281
TDS90030,Tsuen Wan,Tuen Mun Road near Sham Tseng - Westbound (6) ,22.36551131,114.0457717
TDS90031,Tsuen Wan,Tuen Mun Road near Hong Kong Garden - Westbound (1) ,22.36420723,114.041297
TDS90032,Tsuen Wan,Tuen Mun Road near Hong Kong Garden - Westbound (2) ,22.36119675,114.037397
TDS90033,Tsuen Wan,Tuen Mun Road near Ka Loon Tsuen - Westbound (1) ,22.35843899,114.0334483
TDS90034,Tuen Mun,Tuen Mun Road near Ka Loon Tsuen - Westbound (2) ,22.35588789,114.0284607
TDS90035,Tuen Mun,Tuen Mun Road near Tai Lam - Westbound ,22.35614486,114.0231888
TDS90036,Tuen Mun,Tuen Mun Road near Tuen Mun Road Bus-Bus Interchange - Westbound (1) ,22.35857899,114.0189143
TDS90037,Tuen Mun,Tuen Mun Road near Tuen Mun Road Bus-Bus Interchange - Westbound (2) ,22.36224227,114.0157548
TDS90038,Tuen Mun,Tuen Mun Road near Correctional Services Department Married Staff Quarters - Westbound ,22.36486819,114.0138002
TDS90039,Tuen Mun,Tuen Mun Road near Tsing Lam Road - Westbound ,22.36663494,114.0106232
TDS90040,Tuen Mun,Tuen Mun Road near Kwun Fat Street - Westbound ,22.36724307,114.0049232
TDS90041,Tuen Mun,Tuen Mun Road near Siu Sau Tsuen - Westbound ,22.36829568,114.0012421
TDS90042,Tuen Mun,Tuen Mun Road near So Kwun Wat Road - Westbound ,22.37247362,113.9983239
TDS90043,Tuen Mun,Tuen Mun Road near Harrow International School Hong Kong - Westbound (1) ,22.3758817,113.993455
TDS90044,Tuen Mun,Tuen Mun Road near Harrow International School Hong Kong- Westbound (2) ,22.37524705,113.9912517
TDS90045,Tuen Mun,Tuen Mun Road near Castle Peak Bay Immigration Centre - Westbound ,22.37695794,113.9870159
TDS90046,Tuen Mun,Tuen Mun Road near Castle Peak Beach - Westbound ,22.38182817,113.9817754
TDS90048,Tuen Mun,Tuen Mun Road near San Hui Market - Northbound ,22.39707387,113.9762382
TDS90049,Tuen Mun,Tuen Mun Road near San Hui Playground - Northbound ,22.399952,113.97678
TDS90051,Tuen Mun,Tuen Mun Road near Fung Tei Light Rail Stop - Northbound ,22.4065716,113.9780621
TDS90052,Tuen Mun,Tuen Mun Road near Siu Hong MTR Station - Northbound (1) ,22.410209,113.9788862
TDS90053,Tuen Mun,Tuen Mun Road near Siu Hong MTR Station - Northbound (2) ,22.412403,113.979646
TDS90055,Tuen Mun,Yuen Long Highway near Kong Sham Western Highway - Eastbound (1) ,22.41592623,113.9885558
TDS90056,Tuen Mun,Yuen Long Highway near Kong Sham Western Highway - Eastbound (2) ,22.41840507,113.992457
TDS90057,Tuen Mun,Yuen Long Highway near Kong Sham Western Highway - Eastbound (3) ,22.42351091,113.9956751
TDS90058,Yuen Long,Yuen Long Highway near Tan Kwai Tsuen - Eastbound ,22.42509412,113.9982567
TDS90059,Yuen Long,Yuen Long Highway near Shui Fu Road - Eastbound ,22.42781497,114.0007108
TDS90060,Yuen Long,Yuen Long Highway near Hung Tin Road - Eastbound (1) ,22.43194387,114.0025415
TDS90061,Yuen Long,Yuen Long Highway near Hung Tin Road - Eastbound (2) ,22.43618305,114.0061984
TDS90062,Yuen Long,Yuen Long Highway near Tong Yan San Tsuen Road - Eastbound ,22.43748776,114.0103447
TDS90063,Yuen Long,Yuen Long Highway near Tong Yan San Tsuen Interchange - Eastbound ,22.43793378,114.0138024
TDS90064,Yuen Long,Yuen Long Highway near Lam Hau Tsuen - Eastbound ,22.43638499,114.018263
TDS90065,Yuen Long,Yuen Long Highway near Kung Um Road - Eastbound ,22.4352065,114.0229076
TDS90066,Yuen Long,Yuen Long Highway near Sham Chung Tsuen - Eastbound ,22.43431726,114.0280084
