AID_ID_Number,lane_id,speed,occupancy,volume
AID07215,Middle Lane,69,4,7
AID07215,Slow Lane,61,5,4
AID07216,Fast Lane,61,4,6
AID07216,Middle Lane,56,3,6
AID07216,Slow Lane,56,1,3
AID07217,Fast Lane,68,7,6
AID07217,Middle Lane,56,6,5
AID07217,Slow Lane,59,4,5
AID07218,Fast Lane,62,7,4
AID07218,Middle Lane 1,65,3,5
AID07218,Middle Lane 2,59,16,7
AID07218,Slow Lane,41,3,2
AID07219,Fast Lane,69,2,2
AID07219,Middle Lane,82,2,3
AID07219,Slow Lane,58,3,6
AID07220,Fast Lane,72,4,5
AID07220,Middle Lane 1,75,2,1
AID07220,Middle Lane 2,81,3,3
AID07220,Slow Lane,69,0,2
AID07221,Fast Lane,62,4,8
AID07221,Middle Lane,56,0,1
AID07221,Slow Lane,61,4,1
AID07222,Fast Lane,58,4,8
AID07222,Middle Lane,55,2,5
AID07222,Slow Lane,47,2,1
AID07223,Fast Lane,57,7,6
AID07223,Middle Lane,46,8,3
AID07223,Slow Lane,50,0,0
AID07224,Fast Lane,55,3,3
AID07224,Middle Lane 1,45,3,4
AID07224,Middle Lane 2,44,5,8
AID07224,Slow Lane,50,0,0
AID07225,Fast Lane,34,2,3
AID07225,Middle Lane,66,2,3
AID07225,Slow Lane,25,4,3
AID07226,Fast Lane,32,25,4
AID07226,Middle Lane 1,50,0,0
AID07226,Middle Lane 2,26,34,6
AID07226,Slow Lane,27,2,1
AID07227,Fast Lane,57,3,4
AID07227,Slow Lane,58,0,2
AID07228,Fast Lane,66,7,10
AID07228,Middle Lane,62,4,6
AID07228,Slow Lane,64,4,4
AID07229,Fast Lane,78,10,10
AID07229,Slow Lane,82,9,9
AID07230,Fast Lane,79,2,3
AID07230,Slow Lane,69,6,7
AID07232,Fast Lane,70,0,0
AID07232,Slow Lane,36,3,2
AID08101,Fast Lane,68,7,7
AID08101,Middle Lane,60,7,8
AID08101,Slow Lane,79,5,3
AID08102,Fast Lane,104,3,4
AID08102,Middle Lane,118,3,7
AID08102,Slow Lane,86,3,3
AID08103,Fast Lane,80,1,3
AID08103,Middle Lane,90,4,7
AID08103,Slow Lane,62,1,1
AID08104,Fast Lane,125,0,2
AID08104,Middle Lane,108,3,6
AID08104,Slow Lane,106,2,2
AID08105,Fast Lane,110,0,0
AID08105,Middle Lane,95,3,5
AID08105,Slow Lane,90,1,3
AID08106,Fast Lane,121,0,3
AID08106,Middle Lane,105,4,7
AID08106,Slow Lane,97,1,3
AID08107,Fast Lane,119,11,9
AID08107,Middle Lane,111,13,8
AID08107,Slow Lane,88,14,5
AID08108,Fast Lane,114,1,4
AID08108,Middle Lane,103,4,9
AID08108,Slow Lane,71,9,6
AID08109,Fast Lane,111,2,5
AID08109,Middle Lane,102,2,6
AID08109,Slow Lane,69,2,1
AID08110,Fast Lane,113,1,7
AID08110,Middle Lane,92,2,6
AID08110,Slow Lane,78,2,3
AID08111,Fast Lane,100,3,6
AID08111,Middle Lane,84,3,6
AID08111,Slow Lane,77,2,4
AID08112,Fast Lane,90,6,5
AID08112,Middle Lane,80,4,7
AID08112,Slow Lane,70,2,2
AID08113,Fast Lane,105,5,6
AID08113,Middle Lane,85,4,6
AID08113,Slow Lane,91,0,2
AID08114,Fast Lane,114,2,4
AID08114,Middle Lane,85,2,4
AID08114,Slow Lane,72,3,3
AID08115,Fast Lane,104,1,6
AID08115,Middle Lane,82,5,10
AID08115,Slow Lane,67,6,3
AID08116,Fast Lane,122,2,7
AID08116,Middle Lane,96,5,8
AID08116,Slow Lane,76,4,5
AID08117,Fast Lane,107,0,1
AID08117,Middle Lane,79,2,3
AID08117,Slow Lane,92,4,7
AID08118,Fast Lane,121,1,2
AID08118,Middle Lane,103,4,6
AID08118,Slow Lane,80,7,9
AID08119,Fast Lane,97,2,4
AID08119,Middle Lane,102,5,7
AID08119,Slow Lane,93,8,8
AID08120,Fast Lane,87,0,2
AID08120,Middle Lane,89,2,4
AID08120,Slow Lane,71,4,2
AID08121,Fast Lane,103,0,1
AID08121,Middle Lane,105,0,1
AID08121,Slow Lane,127,0,1
AID08122,Fast Lane,110,0,0
AID08122,Middle Lane,78,3,3
AID08122,Slow Lane,51,1,1
AID08201,Fast Lane,95,4,7
AID08201,Middle Lane,91,5,8
AID08201,Slow Lane,70,1,3
AID08202,Fast Lane,105,2,5
AID08202,Middle Lane,100,1,3
AID08202,Slow Lane,93,1,1
AID08203,Fast Lane,110,0,0
AID08203,Middle Lane,110,0,0
AID08203,Slow Lane,110,0,0
AID08204,Fast Lane,111,0,1
AID08204,Middle Lane,98,1,4
AID08204,Slow Lane,110,0,0
AID08205,Fast Lane,110,0,0
AID08205,Middle Lane,102,5,8
AID08205,Slow Lane,76,4,3
AID08206,Fast Lane,118,1,3
AID08206,Middle Lane,100,2,5
AID08206,Slow Lane,86,2,5
AID08207,Fast Lane,122,0,1
AID08207,Middle Lane,107,1,4
AID08207,Slow Lane,94,3,5
AID08208,Fast Lane,108,0,1
AID08208,Middle Lane,108,0,3
AID08208,Slow Lane,93,3,4
AID08209,Fast Lane,93,0,1
AID08209,Middle Lane,90,3,5
AID08209,Slow Lane,83,0,1
AID08210,Fast Lane,112,1,2
AID08210,Middle Lane,104,2,5
AID08210,Slow Lane,69,2,2
AID08211,Fast Lane,109,0,1
AID08211,Middle Lane,102,3,5
AID08211,Slow Lane,91,2,2
AID08212,Fast Lane,125,0,1
AID08212,Middle Lane,92,2,6
AID08212,Slow Lane,73,1,1
AID08213,Fast Lane,119,0,2
AID08213,Middle Lane,87,2,4
AID08213,Slow Lane,86,2,2
AID08214,Fast Lane,105,0,2
AID08214,Middle Lane,71,0,2
AID08214,Slow Lane,90,0,2
AID08215,Fast Lane,105,2,4
AID08215,Middle Lane,91,4,5
AID08215,Slow Lane,110,0,0
AID08216,Fast Lane,114,2,5
AID08216,Middle Lane,99,4,6
AID08216,Slow Lane,85,0,3
AID08217,Fast Lane,114,1,2
AID08217,Middle Lane,111,2,5
AID08217,Slow Lane,114,1,2
AID08218,Fast Lane,111,0,2
AID08218,Middle Lane,96,1,4
AID08218,Slow Lane,88,2,4
AID08219,Fast Lane,105,2,4
AID08219,Middle Lane,104,2,10
AID08219,Slow Lane,100,3,4
AID08220,Fast Lane,109,3,6
AID08220,Middle Lane,86,5,7
AID08220,Slow Lane,87,1,3
AID08221,Fast Lane,118,2,7
AID08221,Middle Lane,101,1,4
AID08221,Slow Lane,73,5,3
AID08222,Fast Lane,84,1,5
AID08222,Middle Lane,74,3,6
AID08222,Slow Lane,67,2,2
AID08223,Fast Lane,103,3,9
AID08223,Middle Lane,89,4,9
AID08223,Slow Lane,64,3,3
AID09101,Fast Lane,82,1,2
AID09101,Slow Lane,99,1,1
AID09102,Fast Lane,69,1,1
AID09102,Middle Lane,66,3,3
AID09102,Slow Lane,69,1,2
AID09103,Fast Lane,80,0,0
AID09103,Middle Lane,79,0,2
AID09103,Slow Lane,72,0,1
AID09104,Fast Lane,72,0,1
AID09104,Slow Lane,59,1,1
AID09105,Fast Lane,80,0,0
AID09105,Slow Lane,91,0,1
AID09106,Fast Lane,80,0,0
AID09106,Middle Lane,75,1,3
AID09106,Slow Lane,67,4,5
AID09107,Fast Lane,80,0,0
AID09107,Middle Lane,85,2,3
AID09107,Slow Lane,65,1,3
AID09108,Fast Lane,108,0,1
AID09108,Middle Lane,90,0,2
AID09108,Slow Lane,80,0,0
AID09109,Fast Lane,76,3,4
AID09109,Middle Lane 1,56,0,1
AID09109,Middle Lane 2,65,3,5
AID09109,Slow Lane,43,3,1
AID09110,Fast Lane,72,8,10
AID09110,Slow Lane,68,3,4
AID09111,Fast Lane,77,0,1
AID09111,Slow Lane,92,10,5
AID09112,Fast Lane,105,0,2
AID09112,Slow Lane,70,1,2
AID09113,Fast Lane,88,0,2
AID09114,Fast Lane,65,1,4
AID09114,Middle Lane,69,4,7
AID09114,Slow Lane,63,1,2
AID09118,Fast Lane,82,6,5
AID09118,Slow Lane,77,7,8
AID09119,Fast Lane,81,8,15
AID09119,Middle Lane,70,7,11
AID09119,Slow Lane,71,5,8
AID09121,Fast Lane,82,6,13
AID09121,Middle Lane,73,5,8
AID09121,Slow Lane,76,4,7
AID09122,Fast Lane,83,3,5
AID09122,Middle Lane,81,3,6
AID09122,Slow Lane,69,3,7
AID09123,Fast Lane,88,5,8
AID09123,Middle Lane,86,5,8
AID09123,Slow Lane,97,2,3
AID09151,Fast Lane,108,2,5
AID09151,Middle Lane,90,3,6
AID09151,Slow Lane,105,1,4
AID09152,Fast Lane,108,1,3
AID09152,Middle Lane,135,0,2
AID09152,Slow Lane,129,0,1
AID09153,Fast Lane,79,0,2
AID09153,Middle Lane,89,2,4
AID09153,Slow Lane,123,0,1
AID09154,Fast Lane,87,0,1
AID09154,Middle Lane,90,3,6
AID09154,Slow Lane,109,3,2
AID09155,Fast Lane,105,0,2
AID09155,Middle Lane,102,2,5
AID09155,Slow Lane,80,1,2
AID09156,Fast Lane,105,2,4
AID09156,Middle Lane,87,4,9
AID09156,Slow Lane,83,2,2
AID09157,Fast Lane,100,0,0
AID09157,Middle Lane,94,0,2
AID09157,Slow Lane,84,5,3
AID09201,Fast Lane,73,1,2
AID09201,Middle Lane,75,2,3
AID09201,Slow Lane,74,0,1
AID09202,Fast Lane,90,2,5
AID09202,Slow Lane,79,3,5
AID09203,Fast Lane,90,2,4
AID09203,Slow Lane,69,6,4
AID09204,Fast Lane,91,1,3
AID09204,Slow Lane,90,2,3
AID09205,Fast Lane,82,2,2
AID09205,Slow Lane,80,0,1
AID09206,Fast Lane,80,0,0
AID09206,Middle Lane,74,0,2
AID09206,Slow Lane,82,2,4
AID09207,Fast Lane,72,0,1
AID09207,Slow Lane,63,1,2
AID09208,Fast Lane,82,2,3
AID09208,Slow Lane,61,3,3
AID09251,Fast Lane,60,0,1
AID09251,Middle Lane,71,3,4
AID09251,Slow Lane,64,1,4
AID09252,Fast Lane,98,0,2
AID09252,Middle Lane,93,1,5
AID09252,Slow Lane,92,4,3
AID09253,Fast Lane,128,0,2
AID09253,Middle Lane,104,3,6
AID09253,Slow Lane,97,1,3
AID09254,Fast Lane,100,0,0
AID09254,Middle Lane,84,1,4
AID09254,Slow Lane,75,0,2
AID09256,Fast Lane,130,1,3
AID09256,Middle Lane,114,1,3
AID09256,Slow Lane,108,0,1
AID09257,Fast Lane,120,0,2
AID09257,Middle Lane,89,1,4
AID09257,Slow Lane,57,3,1
AID09258,Fast Lane,100,1,3
AID09258,Middle Lane,90,2,5
AID09258,Slow Lane,56,0,2
AID10101,Fast Lane,53,10,5
AID10102,Fast Lane,76,1,2
AID10102,Middle Lane,80,0,0
AID10102,Slow Lane,70,3,4
AID10103,Fast Lane,69,1,1
AID10103,Slow Lane,80,0,0
AID10104,Fast Lane,56,2,2
AID10104,Slow Lane,62,2,3
AID10105,Fast Lane,80,0,0
AID10105,Middle Lane,95,2,3
AID10105,Slow Lane,38,0,1
AID10106,Fast Lane,80,0,0
AID10106,Middle Lane,83,1,2
AID10106,Slow Lane,80,0,0
AID10107,Fast Lane,80,0,0
AID10107,Middle Lane,110,0,1
AID10107,Slow Lane,87,0,1
AID10108,Fast Lane,123,0,1
AID10108,Middle Lane,94,0,2
AID10108,Slow Lane,67,1,1
AID10109,Fast Lane,113,0,1
AID10109,Middle Lane,83,0,1
AID10109,Slow Lane,80,0,0
AID10110,Fast Lane,80,0,0
AID10110,Middle Lane,80,0,0
AID10110,Slow Lane,74,1,1
AID10111,Fast Lane,80,0,0
AID10111,Middle Lane,80,0,0
AID10111,Slow Lane,88,0,2
AID10112,Fast Lane,80,0,0
AID10112,Middle Lane,96,1,2
AID10112,Slow Lane,86,2,4
AID10113,Fast Lane,96,1,1
AID10113,Middle Lane,101,0,1
AID10113,Slow Lane,93,2,2
AID10114,Fast Lane,102,0,1
AID10114,Middle Lane,90,1,3
AID10114,Slow Lane,82,3,2
AID10115,Fast Lane,100,0,0
AID10115,Middle Lane,118,1,4
AID10115,Slow Lane,105,1,1
AID10116,Fast Lane,150,0,1
AID10116,Middle Lane,112,0,2
AID10116,Slow Lane,65,1,1
AID10117,Fast Lane,100,0,0
AID10117,Middle Lane,107,0,1
AID10117,Slow Lane,68,0,1
AID10118,Fast Lane,100,0,0
AID10118,Middle Lane,99,0,1
AID10118,Slow Lane,100,0,0
AID10119,Fast Lane,100,0,0
AID10119,Middle Lane,99,2,3
AID10119,Slow Lane,42,4,2
AID10120,Fast Lane,80,0,0
AID10120,Middle Lane,78,2,2
AID10120,Slow Lane,89,0,2
AID10202,Fast Lane,100,0,0
AID10202,Middle Lane,126,2,2
AID10202,Slow Lane,72,0,2
AID10203,Fast Lane,100,0,0
AID10203,Middle Lane,113,1,2
AID10203,Slow Lane,74,2,2
AID10204,Fast Lane,100,0,0
AID10204,Middle Lane,103,2,3
AID10204,Slow Lane,100,0,0
AID10205,Fast Lane,81,0,1
AID10205,Middle Lane,134,1,3
AID10205,Slow Lane,67,0,1
AID10206,Fast Lane,154,0,1
AID10206,Middle Lane,111,1,2
AID10206,Slow Lane,118,1,2
AID10207,Fast Lane,100,0,0
AID10207,Middle Lane,100,0,0
AID10207,Slow Lane,100,0,0
AID10208,Fast Lane,95,0,1
AID10208,Middle Lane,81,0,1
AID10208,Slow Lane,70,5,3
AID10209,Fast Lane,73,0,1
AID10209,Middle Lane,86,2,3
AID10209,Slow Lane,80,0,0
AID10210,Fast Lane,80,0,0
AID10210,Middle Lane,93,1,2
AID10210,Slow Lane,87,1,1
AID10211,Fast Lane,80,0,0
AID10211,Middle Lane,96,1,1
AID10211,Slow Lane,80,0,0
AID10212,Fast Lane,80,0,0
AID10212,Middle Lane,80,0,0
AID10212,Slow Lane,70,2,1
AID10213,Fast Lane,80,0,0
AID10213,Middle Lane,119,0,2
AID10213,Slow Lane,81,4,3
AID10214,Fast Lane,80,0,0
AID10214,Middle Lane,84,0,3
AID10214,Slow Lane,79,2,3
AID10215,Fast Lane,80,0,0
AID10215,Middle Lane,90,1,3
AID10215,Slow Lane,75,2,3
AID10216,Fast Lane,80,0,0
AID10216,Middle Lane,85,2,3
AID10216,Slow Lane,69,0,3
AID10218,Fast Lane,80,0,0
AID10218,Slow Lane,77,8,6
TDS10001,Fast Lane,48,11,8
TDS10001,Middle Lane,92,1,2
TDS10001,Slow Lane,59,12,10
TDS10002,Fast Lane,83,2,2
TDS10002,Slow Lane,46,5,5
TDS10003,Fast Lane,79,3,4
TDS10003,Slow Lane,73,4,4
TDS10004,Fast Lane,70,7,4
TDS10004,Middle Lane,78,14,8
TDS10004,Slow Lane,75,3,2
TDS10005,Fast Lane,66,5,5
TDS10005,Slow Lane,72,3,5
TDS10006,Fast Lane,57,3,3
TDS10006,Slow Lane,65,6,5
TDS10007,Fast Lane,73,10,9
TDS10007,Slow Lane,67,9,6
TDS10008,Fast Lane,79,5,4
TDS10008,Slow Lane,70,8,6
TDS10010,Fast Lane,76,9,6
TDS10010,Slow Lane,65,13,7
TDS10011,Fast Lane,74,6,4
TDS10011,Middle Lane,70,5,4
TDS10011,Slow Lane,27,6,2
TDS10012,Fast Lane,72,4,5
TDS10012,Middle Lane,79,4,4
TDS10012,Slow Lane,80,0,0
TDS10013,Fast Lane,67,17,12
TDS10013,Middle Lane,69,16,8
TDS10013,Slow Lane,72,6,2
TDS20001,Fast Lane,101,3,4
TDS20001,Slow Lane,64,4,3
TDS20002,Fast Lane,64,3,3
TDS20002,Slow Lane,70,2,1
TDS20003,Fast Lane,59,5,4
TDS20003,Middle Lane 1,59,5,4
TDS20003,Middle Lane 2,57,4,2
TDS20003,Slow Lane,65,8,4
TDS20004,Fast Lane,80,0,0
TDS20004,Middle Lane,103,2,3
TDS20004,Slow Lane,66,2,2
TDS20005,Fast Lane,96,2,3
TDS20005,Middle Lane,86,6,5
TDS20005,Slow Lane,96,1,1
TDS20006,Fast Lane,67,4,4
TDS20006,Middle Lane,77,4,4
TDS20006,Slow Lane,66,3,3
TDS20007,Fast Lane,62,6,6
TDS20007,Slow Lane,65,6,4
TDS20008,Fast Lane,70,4,4
TDS20008,Slow Lane,65,5,4
TDS20009,Fast Lane,81,4,4
TDS20009,Slow Lane,73,5,5
TDS30001,Fast Lane,80,0,0
TDS30001,Middle Lane,80,0,0
TDS30001,Slow Lane,77,1,1
TDS30002,Fast Lane,71,2,2
TDS30002,Middle Lane,83,5,5
TDS30002,Slow Lane,100,0,0
TDS30003,Fast Lane,187,0,1
TDS30003,Middle Lane,94,1,2
TDS30003,Slow Lane,75,1,1
TDS30004,Fast Lane,100,0,0
TDS30004,Middle Lane,103,1,1
TDS30004,Slow Lane,65,1,1
TDS30005,Fast Lane,100,0,0
TDS30005,Middle Lane 1,100,0,0
TDS30005,Middle Lane 2,76,0,1
TDS30005,Slow Lane,100,0,0
TDS30006,Fast Lane,100,0,0
TDS30006,Middle Lane,98,1,2
TDS30006,Slow Lane,70,3,2
TDS30007,Fast Lane,100,0,0
TDS30007,Slow Lane,80,2,1
TDS30008,Fast Lane,100,0,0
TDS30008,Slow Lane,100,0,0
TDS90001,Fast Lane,70,6,4
TDS90001,Middle Lane,82,12,9
TDS90001,Slow Lane,77,5,4
TDS90002,Fast Lane,74,7,6
TDS90002,Middle Lane 1,100,0,0
TDS90002,Middle Lane 2,74,11,6
TDS90002,Slow Lane,82,3,2
TDS90003,Fast Lane,82,10,9
TDS90003,Middle Lane,61,21,8
TDS90003,Slow Lane,69,14,6
TDS90005,Fast Lane,24,1,1
TDS90005,Middle Lane,57,12,8
TDS90005,Slow Lane,66,15,8
TDS90010,Fast Lane,87,4,3
TDS90010,Slow Lane,79,1,1
TDS90011,Fast Lane,94,5,5
TDS90011,Slow Lane,80,2,2
TDS90012,Fast Lane,78,3,4
TDS90012,Slow Lane,80,3,3
TDS90013,Fast Lane,91,1,2
TDS90013,Middle Lane,79,4,5
TDS90013,Slow Lane,92,4,2
TDS90014,Fast Lane,70,1,1
TDS90014,Middle Lane,80,4,4
TDS90014,Slow Lane,59,4,1
TDS90015,Fast Lane,107,0,1
TDS90015,Middle Lane,74,4,6
TDS90015,Slow Lane,72,4,2
TDS90016,Fast Lane,80,2,2
TDS90016,Middle Lane 1,74,3,3
TDS90016,Middle Lane 2,69,6,6
TDS90016,Slow Lane,62,2,1
TDS90017,Fast Lane,104,7,6
TDS90017,Middle Lane,76,13,8
TDS90017,Slow Lane,77,17,5
TDS90018,Fast Lane,81,19,5
TDS90018,Middle Lane,74,27,6
TDS90018,Slow Lane,76,10,3
TDS90019,Fast Lane,70,4,4
TDS90019,Middle Lane,71,6,5
TDS90019,Slow Lane,67,2,2
TDS90020,Fast Lane,68,7,5
TDS90020,Middle Lane,59,8,7
TDS90020,Slow Lane,79,3,3
TDS90021,Fast Lane,69,2,2
TDS90021,Middle Lane 1,61,1,1
TDS90021,Middle Lane 2,71,11,8
TDS90021,Slow Lane,45,6,3
TDS90022,Fast Lane,84,4,4
TDS90022,Middle Lane,64,11,9
TDS90022,Slow Lane,70,0,0
TDS90023,Fast Lane,291,100,8
TDS90023,Middle Lane 1,0,100,13
TDS90023,Middle Lane 2,0,100,9
TDS90023,Slow Lane,0,100,9
TDS90024,Fast Lane,97,13,12
TDS90024,Middle Lane,83,10,11
TDS90024,Slow Lane,85,15,13
TDS90025,Fast Lane,78,13,11
TDS90025,Middle Lane,75,10,6
TDS90025,Slow Lane,82,11,10
TDS90026,Fast Lane,82,13,12
TDS90026,Middle Lane,80,9,7
TDS90026,Slow Lane,56,9,5
TDS90028,Fast Lane,96,8,9
TDS90028,Middle Lane,73,10,9
TDS90028,Slow Lane,68,8,3
TDS90029,Fast Lane,88,5,4
TDS90029,Middle Lane,71,12,12
TDS90029,Slow Lane,81,2,2
TDS90030,Fast Lane,83,9,11
TDS90030,Middle Lane,69,13,15
TDS90030,Slow Lane,69,7,4
TDS90031,Fast Lane,89,13,11
TDS90031,Middle Lane,72,21,14
TDS90031,Slow Lane,68,14,6
TDS90032,Fast Lane,99,23,19
TDS90032,Middle Lane,86,19,13
TDS90032,Slow Lane,79,11,5
TDS90033,Fast Lane,81,15,17
TDS90033,Middle Lane,78,10,10
TDS90033,Slow Lane,65,10,7
TDS90034,Fast Lane,77,13,8
TDS90034,Middle Lane,80,10,8
TDS90034,Slow Lane,82,3,2
TDS90035,Fast Lane,91,4,6
TDS90035,Middle Lane,113,8,5
TDS90035,Slow Lane,71,11,5
TDS90036,Fast Lane,84,15,15
TDS90036,Middle Lane 1,49,11,6
TDS90036,Middle Lane 2,83,18,13
TDS90036,Slow Lane,80,0,0
TDS90037,Fast Lane,77,16,15
TDS90037,Middle Lane,65,16,9
TDS90037,Slow Lane,61,12,6
TDS90038,Fast Lane,87,6,8
TDS90038,Middle Lane,74,7,8
TDS90038,Slow Lane,67,3,1
TDS90039,Fast Lane,97,8,11
TDS90039,Middle Lane,91,6,6
TDS90039,Slow Lane,81,1,2
TDS90040,Fast Lane,81,8,8
TDS90040,Middle Lane,73,7,7
TDS90040,Slow Lane,73,11,6
TDS90041,Fast Lane,74,5,6
TDS90041,Middle Lane,69,14,9
TDS90041,Slow Lane,72,11,5
TDS90042,Fast Lane,84,8,10
TDS90042,Middle Lane,70,10,9
TDS90042,Slow Lane,48,5,3
TDS90043,Fast Lane,88,6,8
TDS90043,Middle Lane,84,7,9
TDS90043,Slow Lane,69,6,5
TDS90044,Fast Lane,86,7,7
TDS90044,Middle Lane,85,10,9
TDS90044,Slow Lane,95,5,6
TDS90046,Fast Lane,80,5,4
TDS90046,Middle Lane,65,12,6
TDS90046,Slow Lane,62,9,5
TDS90048,Fast Lane,71,5,3
TDS90048,Middle Lane,48,16,10
TDS90048,Slow Lane,50,5,3
TDS90049,Fast Lane,63,25,16
TDS90049,Middle Lane 1,48,22,9
TDS90049,Middle Lane 2,61,25,9
TDS90049,Slow Lane,27,10,3
TDS90051,Fast Lane,73,37,15
TDS90051,Middle Lane 1,72,8,6
TDS90051,Middle Lane 2,65,18,10
TDS90051,Slow Lane,58,3,3
TDS90052,Fast Lane,70,12,9
TDS90052,Middle Lane,65,13,10
TDS90052,Slow Lane,0,13,2
TDS90053,Fast Lane,60,23,7
TDS90053,Middle Lane,71,12,8
TDS90053,Slow Lane,82,3,3
TDS90055,Fast Lane,83,17,16
TDS90055,Middle Lane,69,21,10
TDS90055,Slow Lane,66,11,8
TDS90056,Fast Lane,73,16,15
TDS90056,Middle Lane,60,16,7
TDS90056,Slow Lane,69,15,6
TDS90057,Fast Lane,108,7,8
TDS90057,Middle Lane,77,15,8
TDS90057,Slow Lane,101,14,5
TDS90059,Fast Lane,86,7,7
TDS90059,Middle Lane,81,16,11
TDS90059,Slow Lane,75,14,5
TDS90060,Fast Lane,79,15,14
TDS90060,Middle Lane,77,12,9
TDS90060,Slow Lane,85,6,2
TDS90061,Fast Lane,87,2,3
TDS90061,Middle Lane,72,9,6
TDS90061,Slow Lane,60,6,4
TDS90062,Fast Lane,87,1,1
TDS90062,Middle Lane,87,3,4
TDS90062,Slow Lane,75,4,2
TDS90063,Fast Lane,94,1,1
TDS90063,Middle Lane 1,80,0,0
TDS90063,Middle Lane 2,103,5,4
TDS90063,Slow Lane,51,11,4
TDS90064,Fast Lane,80,0,0
TDS90064,Middle Lane,55,13,11
TDS90064,Slow Lane,54,2,2
TDS90065,Fast Lane,111,3,4
TDS90065,Middle Lane,83,10,9
TDS90065,Slow Lane,86,11,9
TDS90066,Fast Lane,88,3,5
TDS90066,Middle Lane,75,5,5
TDS90066,Slow Lane,64,15,11
TDS90067,Fast Lane,80,0,0
TDS90067,Middle Lane,107,1,1
TDS90067,Slow Lane,34,13,9
TDS90068,Fast Lane,88,2,2
TDS90068,Slow Lane,76,6,4
TDS90071,Fast Lane,78,8,11
TDS90071,Slow Lane,66,12,9
TDS90072,Fast Lane,92,7,9
TDS90072,Slow Lane,83,5,5
TDS90073,Fast Lane,72,4,5
TDS90073,Middle Lane,90,6,5
TDS90073,Slow Lane,100,3,0
TDS90074,Fast Lane,100,0,0
TDS90074,Middle Lane,87,8,7
TDS90074,Slow Lane,84,5,5
TDS90075,Fast Lane,100,2,2
TDS90075,Middle Lane,80,6,6
TDS90075,Slow Lane,71,4,4
TDS90076,Fast Lane,86,4,5
TDS90076,Middle Lane,92,6,6
TDS90076,Slow Lane,78,8,4
TDS90077,Fast Lane,108,1,3
TDS90077,Middle Lane,95,10,9
TDS90077,Slow Lane,74,8,7
TDS90078,Fast Lane,117,2,4
TDS90078,Middle Lane,93,6,6
TDS90078,Slow Lane,71,3,2
TDS90079,Fast Lane,75,2,2
TDS90079,Middle Lane,100,5,3
TDS90079,Slow Lane,100,0,0
TDS90080,Fast Lane,90,2,2
TDS90080,Middle Lane,88,6,6
TDS90080,Slow Lane,74,3,3
TDS90081,Fast Lane,85,2,2
TDS90081,Middle Lane,69,4,4
TDS90081,Slow Lane,100,0,0
TDS90083,Fast Lane,89,6,8
TDS90083,Middle Lane,90,7,6
TDS90083,Slow Lane,85,9,4
TDS90084,Fast Lane,94,5,5
TDS90084,Middle Lane,95,12,7
TDS90084,Slow Lane,87,5,4
TDS90086,Fast Lane,80,1,3
TDS90086,Middle Lane,69,1,2
TDS90086,Slow Lane,100,0,0
TDS90087,Fast Lane,88,6,7
TDS90087,Middle Lane,61,6,2
TDS90087,Slow Lane,62,2,1
TDS90088,Fast Lane,72,5,7
TDS90088,Middle Lane,57,12,9
TDS90088,Slow Lane,100,0,0
TDS90089,Fast Lane,105,2,3
TDS90089,Middle Lane 1,57,5,2
TDS90089,Middle Lane 2,75,7,9
TDS90089,Slow Lane,68,1,2
TDS90090,Fast Lane,100,0,0
TDS90090,Middle Lane,85,5,6
TDS90090,Slow Lane,78,1,1
TDS90091,Fast Lane,101,0,1
TDS90091,Middle Lane,88,3,3
TDS90091,Slow Lane,73,8,4
TDS90092,Fast Lane,67,7,3
TDS90092,Middle Lane,59,10,5
TDS90092,Slow Lane,52,12,5
TDS91001,Fast Lane,87,4,3
TDS91001,Middle Lane,62,12,7
TDS91001,Slow Lane,71,9,5
TDS91002,Middle Lane,76,3,1
TDS91002,Slow Lane,76,4,4
TDS91003,Fast Lane,111,0,1
TDS91003,Middle Lane,78,3,4
TDS91003,Slow Lane,54,1,1
TDS91004,Fast Lane,89,3,4
TDS91004,Middle Lane,79,5,4
TDS91004,Slow Lane,65,4,2
TDS91005,Fast Lane,78,2,4
TDS91005,Middle Lane 1,68,5,3
TDS91005,Middle Lane 2,64,5,5
TDS91006,Fast Lane,58,1,1
TDS91006,Middle Lane 1,58,4,2
TDS91006,Middle Lane 2,76,10,10
TDS91006,Slow Lane,73,7,2
TDS91007,Fast Lane,70,0,0
TDS91007,Middle Lane,63,3,4
TDS91007,Slow Lane,66,7,3
TDS91008,Fast Lane,70,0,0
TDS91008,Middle Lane,77,3,3
TDS91008,Slow Lane,144,0,1
TDS91009,Fast Lane,82,2,3
TDS91009,Middle Lane 1,78,10,6
TDS91009,Middle Lane 2,92,5,5
TDS91009,Slow Lane,69,4,3
TDS91010,Fast Lane,52,5,4
TDS91010,Middle Lane 1,62,12,11
TDS91010,Middle Lane 2,66,19,14
TDS91010,Slow Lane,66,10,5
TDS91011,Fast Lane,169,0,1
TDS91011,Middle Lane,74,4,6
TDS91011,Slow Lane,77,5,2
TDS91012,Fast Lane,82,6,6
TDS91012,Middle Lane,76,6,7
TDS91012,Slow Lane,81,10,4
TDS91013,Fast Lane,84,5,6
TDS91013,Middle Lane,99,2,4
TDS91013,Slow Lane,67,1,2
TDS91014,Fast Lane,70,8,5
TDS91014,Middle Lane,72,7,5
TDS91014,Slow Lane,56,3,2
TDS91015,Fast Lane,71,2,3
TDS91015,Middle Lane,99,3,4
